split,K,tau,theta
calibration,1.010518779509103,10.387136553554797,2.0648703773229538
calibration,1.0224506966690343,10.816876942844067,1.818985742008735
calibration,1.02065814777159,11.082225524692154,1.69909520751299
calibration,1.006126797936359,10.14509846120595,2.124273603043785
calibration,0.9871545095747783,9.80754064146329,2.009362435214141
calibration,0.9971088526048378,10.083878417188545,2.0656774361269057
calibration,1.0084262400827637,10.654363405435898,1.7514832038465042
calibration,0.9983762962930404,9.927409281315006,2.26291414344016
calibration,0.9963719434743146,10.00854684350581,2.0880792680691105
calibration,0.9666024896922468,9.04929186743495,2.355247389293896
calibration,1.0264526868686263,11.007784965952121,1.720403145968743
calibration,1.0041079716549932,10.229260979441264,2.0287836585834307
calibration,0.9986213256050206,10.193209522696597,2.000000002831635
calibration,0.9982536463525284,10.193487111781616,2.1900424854686715
calibration,1.0080007592131293,10.304751072383711,2.0020617170856787
calibration,0.9868235203080024,10.02119792771487,1.9475807120822564
calibration,1.0048463371900445,10.534993218861116,1.9633463217016143
calibration,0.9805230110602023,9.626883492528751,2.2292536912153427
calibration,1.0057333752782804,10.57549772453368,1.9060827222106183
calibration,0.979124267340662,9.690043441864084,2.038200297671254
calibration,0.9883725278959787,9.824063232019286,2.114243035426387
calibration,0.9772687356879458,9.30527436889441,2.31425526282961
calibration,0.9891554547852068,9.904998079248788,2.1141906094082454
calibration,0.9832334431342405,9.935778693884936,2.0000000155296895
calibration,1.0301719654465613,10.891641533401101,1.920047269399923
calibration,0.9947936880809628,9.879260439255363,2.1576640520974104
calibration,1.0231194807966828,10.629372058193063,2.124544057471356
calibration,0.9930597563113716,10.19468688431483,1.934624485500763
calibration,0.9979466747109047,10.142954863852152,2.0311158517640124
calibration,0.9823716324703634,9.854248345099272,1.9940783612072197
calibration,1.0018245465407567,10.277167468750891,2.0418959138520716
calibration,0.9838140518230589,9.83788084491322,2.12681092017421
calibration,1.0187635113447473,10.75241896633651,1.8988272400596178
calibration,0.9955241687172159,10.143560554330978,2.0849625785846078
calibration,0.9833747022868303,10.128386753078063,1.7723532082222655
calibration,1.0155845143265694,10.530442808392596,1.8719889265595178
calibration,1.0005575905378796,10.295364905400373,2.0766169874746554
calibration,1.0046969530161558,10.477738509933614,1.8033386081244163
calibration,0.9832727943294373,9.57734966333694,2.0932378854709883
calibration,1.0155925639876366,10.442456075563111,2.058260883420595
calibration,0.9864326173749463,9.694581722925694,2.112320040359258
calibration,0.984196484104684,9.656777317909675,1.9660746677072696
calibration,0.9939012642700878,10.148628416467297,1.8768922367622671
calibration,1.0084039544911074,10.566481377396613,1.9527618023614712
calibration,0.9952991820617143,10.201843682639689,2.0139862297716404
calibration,0.9919243160578979,9.950470358297327,1.999999995538999
calibration,1.0019679560504915,10.368116520982538,2.0840569291949556
